utility,incident_id,type,latitude,longitude,start_local_raw,start_utc,etr_local_raw,etr_utc,retrieved_utc
anaheim,293483,Current Electric Outage,33.8120390304,-117.934364747,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8120325077,-117.934166264,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8120259854,-117.933967782,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8120378551,-117.933769655,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8120405283,-117.93357135,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116789791,-117.933761663,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116659419,-117.933969779,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116939845,-117.934166433,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116710484,-117.934349843,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116553657,-117.934754018,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116238309,-117.935574622,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116312482,-117.935783134,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116182076,-117.93599125,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116051666,-117.936199365,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116021886,-117.936419933,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8111672088,-117.936601023,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8111570891,-117.936367917,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.811662619,-117.934974783,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116292876,-117.935170249,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116365401,-117.935391015,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8111597071,-117.936174011,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8111621378,-117.935993955,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8111647552,-117.935800048,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.811178934,-117.935606365,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
